"Constituency Name","Status","Total Electorate","Total Valid Votes","Total Invalid Votes","Registered to Postal Vote","Postal votes received","Spoiled Postal Votes","Result","First Party","majority","con","lab","ld","brexit","green","snp","pc","dup","sf","sdlp","uup","alliance","other","MP fullname","majority percent","majority rank","turnout constituency","turnout region","turnout UK","turnout 2017","turnout diff","country_name","region_name","county name","constituency type"
"Bromsgrove",,75078,54272,260,,,,"Con hold","Con",23106,34408,11302,6779,0,1783,0,0,0,0,0,0,0,0,"Sajid Javid",0.4257443986,91,0.7228748768,0.6466253903,0.6731083108,0.7345285507,-0.0116536739,"England","West Midlands","Hereford and Worcester","County"
"Broxbourne","Data received",73182,46706,214,12637,10886,157,"Con hold","Con",19807,30631,10824,3970,0,1281,0,0,0,0,0,0,0,0,"Charles Walker",0.4240782769,94,0.6382170479,0.682459959,0.6731083108,0.6460368425,-0.0078197946,"England","East","Hertfordshire","Borough"
"Broxtowe","FOI request sent to Broxtowe Borough Council. Awaiting response.",73052,55272,173,,,,"Con hold","Con",5331,26602,21271,0,0,1806,0,0,0,0,0,0,0,5593,"Darren Henry",0.0964502822,519,0.7566117286,0.671701752,0.6731083108,0.7499763555,0.0066353731,"England","East Midlands","Nottinghamshire","County"
"Buckingham",,83146,63458,241,,,,"Con gain from Spk","Con",20411,37035,7638,16624,1286,0,0,0,0,0,0,0,0,875,"Greg Smith",0.321645813,227,0.7632116999,0.7020660823,0.6731083108,0.6616717955,0.1015399044,"England","South East","Buckinghamshire","County"
"Burnley","FOI request sent to Burnley Borough Council. Awaiting response.",64345,38984,91,,,,"Con gain from Lab","Con",1352,15720,14368,3501,3362,739,0,0,0,0,0,0,0,1294,"Antony Higginbotham",0.0346808947,603,0.6058590411,0.6562356075,0.6731083108,0.6226336367,-0.0167745956,"England","North West","Lancashire","Borough"
"Burton",,75036,48738,212,,,,"Con hold","Con",14496,29560,15064,2681,0,1433,0,0,0,0,0,0,0,0,"Kate Griffiths",0.297427059,250,0.6495282265,0.6466253903,0.6731083108,0.6748925007,-0.0253642743,"England","West Midlands","Staffordshire","County"
"Bury North","FOI request sent to Bury Metropolitan Borough Council. Awaiting response.",68802,46841,111,,,,"Con gain from Lab","Con",105,21660,21555,1584,1240,802,0,0,0,0,0,0,0,0,"James Daly",0.0022416259,649,0.6808086974,0.6562356075,0.6731083108,0.7088339745,-0.0280252771,"England","North West","Greater Manchester","Borough"
"Bury South","FOI request sent to Bury Metropolitan Borough Council. Awaiting response.",75152,50274,103,,,,"Con gain from Lab","Con",402,22034,21632,2315,1672,848,0,0,0,0,0,0,0,1773,"Christian Wakeford",0.0079961809,641,0.6689642325,0.6562356075,0.6731083108,0.6917181035,-0.022753871,"England","North West","Greater Manchester","Borough"
"Bury St Edmunds","FOI request sent to Bury Metropolitan Borough Council. Awaiting response.",89644,61957,288,,,,"Con hold","Con",24988,37770,12782,0,0,9711,0,0,0,0,0,0,0,1694,"Jo Churchill",0.4033119744,120,0.6911449735,0.682459959,0.6731083108,0.7221944674,-0.0310494939,"England","East","Suffolk","County"
"Caerphilly","FOI request sent to Caerphilly County Borough Council. Awaiting response.",63166,40117,160,,,,"Lab hold","Lab",6833,11185,18018,0,4490,0,0,6424,0,0,0,0,0,0,"Wayne David",0.1703267941,410,0.6351043283,0.6657210498,0.6731083108,0.6414470108,-0.0063426825,"Wales","Wales","Gwent and Mid Glamorgan","County"
"Caithness, Sutherland and Easter Ross",,46930,31457,61,,,,"LD hold","LD",204,5176,1936,11705,1139,0,11501,0,0,0,0,0,0,0,"Jamie Stone",0.0064850431,643,0.6702961858,0.6807359681,0.6731083108,0.6593197918,0.0109763941,"Scotland","Scotland","Scotland","County"
"Calder Valley","Data received",79287,57793,273,20102,18054,273,"Con hold","Con",5774,29981,24207,2884,0,0,0,0,0,0,0,0,0,721,"Craig Whittaker",0.0999082934,511,0.7289089006,0.6434715273,0.6731083108,0.7344424062,-0.0055335056,"England","Yorkshire and The Humber","West Yorkshire","County"
"Camberwell and Peckham",,88971,56492,246,,,,"Lab hold","Lab",33780,6478,40258,5087,1041,3501,0,0,0,0,0,0,0,127,"Harriet Harman",0.5979607732,19,0.6349484664,0.6746963605,0.6731083108,0.6705990913,-0.0356506249,"England","London","London","Borough"
"Camborne and Redruth",,70250,50367,175,,,,"Con hold","Con",8700,26764,18064,3504,0,1359,0,0,0,0,0,0,0,676,"George Eustice",0.172732146,406,0.7169679715,0.7201911041,0.6731083108,0.7082243237,0.0087436479,"England","South West","Cornwall","County"
"Cambridge",,79951,53729,162,,,,"Lab hold","Lab",9639,8342,25776,16137,1041,2164,0,0,0,0,0,0,0,269,"Daniel Zeichner",0.1794003238,396,0.6720241148,0.682459959,0.6731083108,0.7121358729,-0.0401117581,"England","East","Cambridgeshire","Borough"
"Cannock Chase","FOI request sent to Cannock Chase District Council. Awaiting response.",74813,46313,226,,,,"Con hold","Con",19879,31636,11757,0,0,2920,0,0,0,0,0,0,0,0,"Amanda Milling",0.4292315333,85,0.6190501651,0.6466253903,0.6731083108,0.6422323585,-0.0231821934,"England","West Midlands","Staffordshire","County"
"Canterbury",,80203,60113,240,,,,"Lab hold","Lab",1836,27182,29018,3408,0,0,0,0,0,0,0,0,0,505,"Rosemary Duffield",0.0305424783,610,0.7495106168,0.7020660823,0.6731083108,0.7265099383,0.0230006785,"England","South East","Kent","County"
"Cardiff Central",,64037,41822,204,,,,"Lab hold","Lab",17179,8426,25605,6298,1006,0,0,0,0,0,0,0,0,487,"Jo Stevens",0.4107646693,107,0.6530911817,0.6657210498,0.6731083108,0.6808629065,-0.0277717248,"Wales","Wales","South Glamorgan","Borough"
"Cardiff North",,68438,52666,111,,,,"Lab hold","Lab",6982,19082,26064,3580,1311,820,0,1606,0,0,0,0,0,203,"Anna McMorrin",0.1325712984,457,0.7695432362,0.6657210498,0.6731083108,0.7738950626,-0.0043518263,"Wales","Wales","South Glamorgan","Borough"
"Cardiff South and Penarth",,78837,50579,160,,,,"Lab hold","Lab",12737,14645,27382,2985,1999,1182,0,2386,0,0,0,0,0,0,"Stephen Doughty",0.2518238795,300,0.6415642401,0.6657210498,0.6731083108,0.6632243559,-0.0216601157,"Wales","Wales","South Glamorgan","Borough"
"Cardiff West",,68508,46177,144,,,,"Lab hold","Lab",10986,12922,23908,2731,1619,1133,0,3864,0,0,0,0,0,0,"Kevin Brennan",0.2379106482,324,0.6740380685,0.6657210498,0.6731083108,0.6983002621,-0.0242621935,"Wales","Wales","South Glamorgan","Borough"
"Carlisle",,65105,42873,195,,,,"Con hold","Con",8319,23659,15340,2829,0,0,0,0,0,0,0,0,0,1045,"John Stevenson",0.1940382059,371,0.6585208509,0.6562356075,0.6731083108,0.6911741099,-0.0326532589,"England","North West","Cumbria","County"
"Carmarthen East and Dinefwr","Data received",57419,41002,145,14152,12000,441,"PC hold","PC",1809,14130,8622,0,2311,0,0,15939,0,0,0,0,0,0,"Jonathan Edwards",0.044119799,588,0.7140841882,0.6657210498,0.6731083108,0.7329748464,-0.0188906582,"Wales","Wales","Dyfed","County"
"Carmarthen West and South Pembrokeshire",,59158,42114,146,,,,"Con hold","Con",7745,22183,14438,1860,0,0,0,3633,0,0,0,0,0,0,"Simon Hart",0.1839055896,384,0.7118901924,0.6657210498,0.6731083108,0.7210108427,-0.0091206503,"Wales","Wales","Dyfed","County"
"Carshalton and Wallington","Data received",72941,49098,125,12600,11097,154,"Con gain from LD","Con",629,20822,6081,20193,1043,759,0,0,0,0,0,0,0,200,"Elliot Colburn",0.0128111125,633,0.6731193705,0.6746963605,0.6731083108,0.7163545004,-0.04323513,"England","London","London","Borough"
"Castle Point","FOI request sent to Castle Point Borough Council. Awaiting response.",69608,44277,296,,,,"Con hold","Con",26634,33971,7337,2969,0,0,0,0,0,0,0,0,0,0,"Rebecca Harris",0.6015312691,18,0.6360906792,0.682459959,0.6731083108,0.6435871599,-0.0074964807,"England","East","Essex","Borough"
"Central Ayrshire",,69742,46534,105,,,,"SNP hold","SNP",5304,16182,6583,2283,0,0,21486,0,0,0,0,0,0,0,"Philippa Whitford",0.1139811751,483,0.6672306501,0.6807359681,0.6731083108,0.6534442528,0.0137863973,"Scotland","Scotland","Scotland","County"
"Central Devon",,74296,58072,347,,,,"Con hold","Con",17721,32095,14374,8770,0,2833,0,0,0,0,0,0,0,0,"Mel Stride",0.3051556688,243,0.7816302358,0.7201911041,0.6731083108,0.777786742,0.0038434938,"England","South West","Devon","County"
"Central Suffolk and North Ipswich",,80037,56250,274,,,,"Con hold","Con",23391,35253,11862,6485,0,2650,0,0,0,0,0,0,0,0,"Dan Poulter",0.41584,104,0.702799955,0.682459959,0.6731083108,0.7235905576,-0.0207906026,"England","East","Suffolk","County"
"Ceredigion",,56386,40105,117,,,,"PC hold","PC",6329,8879,6317,6975,2063,663,0,15208,0,0,0,0,0,0,"Ben Lake",0.1578107468,428,0.7112581137,0.6657210498,0.6731083108,0.7328701485,-0.0216120348,"Wales","Wales","Dyfed","County"
"Charnwood","Data received",79534,55365,266,12132,10237,174,"Con hold","Con",22397,35121,12724,4856,0,2664,0,0,0,0,0,0,0,0,"Edward Argar",0.4045335501,118,0.6961173838,0.671701752,0.6731083108,0.7067412996,-0.0106239158,"England","East Midlands","Leicestershire","County"
"Chatham and Aylesford",,71642,43340,159,,,,"Con hold","Con",18540,28856,10316,2866,0,1090,0,0,0,0,0,0,0,212,"Tracey Crouch",0.4277803415,87,0.6049524022,0.7020660823,0.6731083108,0.637470001,-0.0325175988,"England","South East","Kent","County"
"Cheadle",,74577,55903,215,,,,"Con hold","Con",2336,25694,6851,23358,0,0,0,0,0,0,0,0,0,0,"Mary Robinson",0.0417866662,594,0.7496010834,0.6562356075,0.6731083108,0.7434269678,0.0061741156,"England","North West","Greater Manchester","Borough"
"Chelmsford","FOI request sent to Chelmsford City Council. Awaiting response.",80394,57122,224,,,,"Con hold","Con",17621,31934,10295,14313,0,0,0,0,0,0,0,0,0,580,"Vicky Ford",0.3084800952,239,0.7105256611,0.682459959,0.6731083108,0.7016980946,0.0088275665,"England","East","Essex","Borough"
"Chelsea and Fulham",,67110,46821,150,,,,"Con hold","Con",11241,23345,10872,12104,0,0,0,0,0,0,0,0,0,500,"Greg Hands",0.2400845774,320,0.6976754582,0.6746963605,0.6731083108,0.6610595029,0.0366159553,"England","London","London","Borough"
"Cheltenham","Data received",81044,59357,153,17135,15355,263,"Con hold","Con",981,28486,2921,27505,0,0,0,0,0,0,0,0,0,445,"Alex Chalk",0.0165271156,627,0.7324046197,0.7201911041,0.6731083108,0.7227870889,0.0096175308,"England","South West","Gloucestershire","Borough"
"Chesham and Amersham",,72542,55685,289,,,,"Con hold","Con",16223,30850,7166,14627,0,3042,0,0,0,0,0,0,0,0,"Cheryl Gillan",0.291335189,260,0.7676242728,0.7020660823,0.6731083108,0.771094426,-0.0034701532,"England","South East","Buckinghamshire","County"
"Chesterfield","Data received",71034,45186,136,13371,11207,215,"Lab hold","Lab",1451,16720,18171,3985,4771,1148,0,0,0,0,0,0,0,391,"Toby Perkins",0.032111716,609,0.6361179154,0.671701752,0.6731083108,0.6650154713,-0.0288975559,"England","East Midlands","Derbyshire","Borough"
"Chichester",,85499,61243,251,,,,"Con hold","Con",21490,35402,9069,13912,0,2527,0,0,0,0,0,0,0,333,"Gillian Keegan",0.3508972454,185,0.7163007754,0.7020660823,0.6731083108,0.7049922933,0.0113084822,"England","South East","West Sussex","County"
"Chingford and Woodford Green",,65393,48444,235,,,,"Con hold","Con",1262,23481,22219,2744,0,0,0,0,0,0,0,0,0,0,"Iain Duncan Smith",0.0260506977,617,0.7408132369,0.6746963605,0.6731083108,0.7119833834,0.0288298535,"England","London","London","County"
"Chippenham","need more info on registered / received",77221,57099,321,17200,17200,321,"Con hold","Con",11288,30994,6399,19706,0,0,0,0,0,0,0,0,0,0,"Michelle Donelan",0.1976917284,368,0.7394232139,0.7201911041,0.6731083108,0.7475926314,-0.0081694175,"England","South West","Wiltshire","County"
"Chipping Barnet",,79960,57569,193,,,,"Con hold","Con",1212,25745,24533,5932,0,1288,0,0,0,0,0,0,0,71,"Theresa Villiers",0.0210529973,621,0.7199724862,0.6746963605,0.6731083108,0.7177471574,0.0022253288,"England","London","London","Borough"
"Chorley","FOI request sent to Chorley Borough Council. Awaiting response.",77072,39870,1303,,,,"Spk gain from Lab","Spk",17392,0,0,0,0,3600,0,0,0,0,0,0,0,36270,"Lindsay Hoyle",0.4362177075,79,0.5173084908,0.6562356075,0.6731083108,0.7281555939,-0.2108471032,"England","North West","Lancashire","County"
"Christchurch",,71520,51951,297,,,,"Con hold","Con",24617,33894,6568,9277,0,2212,0,0,0,0,0,0,0,0,"Christopher Chope",0.473850359,51,0.7263842282,0.7201911041,0.6731083108,0.7201638482,0.00622038,"England","South West","Dorset","County"
"Cities Of London and Westminster",,63700,42723,140,,,,"Con hold","Con",3953,17049,11624,13096,0,728,0,0,0,0,0,0,0,226,"Nickie Aiken",0.0925262739,526,0.6706907378,0.6746963605,0.6731083108,0.6281832513,0.0425074866,"England","London","London","Borough"
"City Of Chester",,76057,54560,137,,,,"Lab hold","Lab",6164,20918,27082,3734,1388,1438,0,0,0,0,0,0,0,0,"Christian Matheson",0.1129765396,485,0.7173567193,0.6562356075,0.6731083108,0.7743861431,-0.0570294238,"England","North West","Cheshire","County"
"City Of Durham",,71271,48859,175,,,,"Lab hold","Lab",5025,15506,20531,7935,3252,1635,0,0,0,0,0,0,0,0,"Mary Foy",0.1028469678,502,0.6855382975,0.6420708291,0.6731083108,0.679356689,0.0061816085,"England","North East","Durham","County"
"Clacton",,70930,43506,116,,,,"Con hold","Con",24702,31438,6736,2541,0,1225,0,0,0,0,0,0,0,1566,"Giles Watling",0.567783754,24,0.6133652897,0.682459959,0.6731083108,0.6438322201,-0.0304669303,"England","East","Essex","County"
"Cleethorpes","Data received",73689,46339,226,12913,10713,225,"Con hold","Con",21418,31969,10551,2535,0,1284,0,0,0,0,0,0,0,0,"Martin Vickers",0.4622024644,61,0.6288455536,0.6434715273,0.6731083108,0.658002228,-0.0291566744,"England","Yorkshire and The Humber","Humberside","County"
"Clwyd South",,53919,36306,110,,,,"Con gain from Lab","Con",1239,16222,14983,1496,1468,0,0,2137,0,0,0,0,0,0,"Simon Baynes",0.0341265907,604,0.6733433484,0.6657210498,0.6731083108,0.6974631949,-0.0241198466,"Wales","Wales","Clwyd","County"
"Clwyd West",,57714,40203,147,,,,"Con hold","Con",6747,20403,13656,2237,0,0,0,3907,0,0,0,0,0,0,"David Jones",0.1678232968,414,0.6965900821,0.6657210498,0.6731083108,0.697767022,-0.0011769398,"Wales","Wales","Clwyd","County"
"Coatbridge, Chryston and Bellshill",,72943,48221,121,,,,"SNP gain from Lab","SNP",5624,6113,17056,1564,0,808,22680,0,0,0,0,0,0,0,"Steven Bonnar",0.1166296842,479,0.6610778279,0.6807359681,0.6731083108,0.6326020394,0.0284757885,"Scotland","Scotland","Scotland","Borough"
"Colchester","FOI request sent to Colchester Borough Council. Awaiting response.",82625,53373,190,,,,"Con hold","Con",9423,26917,17494,7432,0,1530,0,0,0,0,0,0,0,0,"Will Quince",0.176549941,402,0.6459667171,0.682459959,0.6731083108,0.6693459673,-0.0233792502,"England","East","Essex","Borough"
"Colne Valley",,84174,60892,228,,,,"Con gain from Lab","Con",5103,29482,24379,3815,1268,1068,0,0,0,0,0,0,0,880,"Jason McCartney",0.0838041122,539,0.7234062775,0.6434715273,0.6731083108,0.7159870596,0.0074192179,"England","Yorkshire and The Humber","West Yorkshire","County"
"Congleton",,80930,57233,193,,,,"Con hold","Con",18561,33747,15186,6026,0,1616,0,0,0,0,0,0,0,658,"Fiona Bruce",0.3243059074,224,0.7071914,0.6562356075,0.6731083108,0.7331864292,-0.0259950292,"England","North West","Cheshire","County"
"Copeland","Data received",61693,42523,173,13289,11385,172,"Con hold","Con",5842,22856,17014,1888,0,765,0,0,0,0,0,0,0,0,"Trudy Harrison",0.1373844743,453,0.6892678262,0.6562356075,0.6731083108,0.6951628314,-0.0058950052,"England","North West","Cumbria","County"
"Corby","Refused under Representation of the People Act 1983",86153,60475,265,,,,"Con hold","Con",10268,33410,23142,3923,0,0,0,0,0,0,0,0,0,0,"Tom Pursglove",0.1697891691,412,0.7019488584,0.671701752,0.6731083108,0.7226812816,-0.0207324232,"England","East Midlands","Northamptonshire","County"
"Coventry North East","FOI request sent to Coventry City Council. Awaiting response.",76006,44444,127,,,,"Lab hold","Lab",7692,15720,23412,2061,2110,1141,0,0,0,0,0,0,0,0,"Colleen Fletcher",0.1730717307,405,0.5847433097,0.6466253903,0.6731083108,0.6138940588,-0.0291507491,"England","West Midlands","West Midlands","Borough"
"Coventry North West","FOI request sent to Coventry City Council. Awaiting response.",75247,47744,144,,,,"Lab hold","Lab",208,20710,20918,2717,1956,1443,0,0,0,0,0,0,0,0,"Taiwo Owatemi",0.0043565684,645,0.6344970564,0.6466253903,0.6731083108,0.6629209,-0.0284238437,"England","West Midlands","West Midlands","Borough"
"Coventry South","FOI request sent to Coventry City Council. Awaiting response.",70979,45044,138,,,,"Lab hold","Lab",401,19143,19544,3398,1432,1092,0,0,0,0,0,0,0,435,"Zarah Sultana",0.0089024065,639,0.6346102368,0.6466253903,0.6731083108,0.6645696675,-0.0299594307,"England","West Midlands","West Midlands","Borough"
"Crawley","Data received",74207,49899,193,14878,12676,217,"Con hold","Con",8360,27040,18680,2728,0,1451,0,0,0,0,0,0,0,0,"Henry Smith",0.1675384276,415,0.6724298247,0.7020660823,0.6731083108,0.6846850528,-0.0122552281,"England","South East","West Sussex","Borough"
"Crewe and Nantwich",,80321,54032,123,,,,"Con gain from Lab","Con",8508,28704,20196,2618,1390,975,0,0,0,0,0,0,0,149,"Kieran Mullan",0.1574622446,429,0.6727007881,0.6562356075,0.6731083108,0.6974713226,-0.0247705346,"England","North West","Cheshire","County"
"Croydon Central","FOI request sent to Croydon Borough Council. Awaiting response.",81407,54045,135,,,,"Lab hold","Lab",5949,21175,27124,3532,999,1215,0,0,0,0,0,0,0,0,"Sarah Jones",0.1100749376,492,0.663886398,0.6746963605,0.6731083108,0.7132363046,-0.0493499066,"England","London","London","Borough"
"Croydon North","FOI request sent to Croydon Borough Council. Awaiting response.",88468,55609,167,,,,"Lab hold","Lab",24673,11822,36495,4476,839,1629,0,0,0,0,0,0,0,348,"Steve Reed",0.4436871729,72,0.6285775648,0.6746963605,0.6731083108,0.681709562,-0.0531319972,"England","London","London","Borough"
"Croydon South","FOI request sent to Croydon Borough Council. Awaiting response.",83982,59358,222,,,,"Con hold","Con",12339,30985,18646,7503,0,1782,0,0,0,0,0,0,0,442,"Chris Philp",0.2078742545,360,0.7067943131,0.6746963605,0.6731083108,0.7334586556,-0.0266643426,"England","London","London","Borough"
"Cumbernauld, Kilsyth and Kirkintilloch East",,66079,45686,143,,,,"SNP hold","SNP",12976,7380,11182,2966,0,0,24158,0,0,0,0,0,0,0,"Stuart C. McDonald",0.2840257409,270,0.6913845549,0.6807359681,0.6731083108,0.6586080476,0.0327765073,"Scotland","Scotland","Scotland","County"
"Cynon Valley",,51134,30236,99,,,,"Lab hold","Lab",8822,6711,15533,949,3045,0,0,2562,0,0,0,0,0,1436,"Beth Winter",0.2917713983,258,0.5913091094,0.6657210498,0.6731083108,0.6195114349,-0.0282023255,"Wales","Wales","Gwent and Mid Glamorgan","County"
"Dagenham and Rainham",,71045,43735,127,,,,"Lab hold","Lab",293,19175,19468,1182,2887,602,0,0,0,0,0,0,0,421,"Jon Cruddas",0.0066994398,642,0.6155957492,0.6746963605,0.6731083108,0.6491871531,-0.0335914039,"England","London","London","Borough"
"Darlington","FOI request sent to Darlington Borough Council. Awaiting response.",66397,43498,81,,,,"Con gain from Lab","Con",3294,20901,17607,2097,1544,1057,0,0,0,0,0,0,0,292,"Peter Gibson",0.0757276197,552,0.6551199602,0.6420708291,0.6731083108,0.6755550866,-0.0204351264,"England","North East","Durham","Borough"
"Dartford","Data received (incomplete)",82209,54023,280,,10532,280,"Con hold","Con",19160,34006,14846,3736,0,1435,0,0,0,0,0,0,0,0,"Gareth Johnson",0.3546637543,180,0.6571421621,0.7020660823,0.6731083108,0.6906988001,-0.033556638,"England","South East","Kent","County"
"Daventry",,77423,57403,246,,,,"Con hold","Con",26080,37055,10975,7032,0,2341,0,0,0,0,0,0,0,0,"Chris Heaton-Harris",0.4543316551,65,0.7414205081,0.671701752,0.6731083108,0.7395307435,0.0018897646,"England","East Midlands","Northamptonshire","County"
"Delyn",,54560,38370,105,,,,"Con gain from Lab","Con",865,16756,15891,2346,1971,0,0,1406,0,0,0,0,0,0,"Rob Roberts",0.0225436539,620,0.7032624633,0.6657210498,0.6731083108,0.7287483823,-0.025485919,"Wales","Wales","Clwyd","County"
"Denton and Reddish","Refused by Tameside Metropolitan Borough Council",66234,38588,106,,,,"Lab hold","Lab",6175,13142,19317,1642,3039,1124,0,0,0,0,0,0,0,324,"Andrew Gwynne",0.1600238416,424,0.582601081,0.6562356075,0.6731083108,0.585143482,-0.002542401,"England","North West","Greater Manchester","Borough"
"Derby North","FOI request sent to Derby City Council. Awaiting response.",73199,47017,111,,,,"Con gain from Lab","Con",2540,21259,18719,3450,1908,1046,0,0,0,0,0,0,0,635,"Amanda Solloway",0.054023013,579,0.642317518,0.671701752,0.6731083108,0.6961197958,-0.0538022778,"England","East Midlands","Derbyshire","Borough"
"Derby South","FOI request sent to Derby City Council. Awaiting response.",73062,42462,137,,,,"Lab hold","Lab",6019,15671,21690,2621,2480,0,0,0,0,0,0,0,0,0,"Margaret Beckett",0.1417502708,443,0.58117763,0.671701752,0.6731083108,0.6479876427,-0.0668100127,"England","East Midlands","Derbyshire","Borough"
"Derbyshire Dales",,65080,50016,211,,,,"Con hold","Con",17381,29356,11975,6627,0,2058,0,0,0,0,0,0,0,0,"Sarah Dines",0.3475087972,191,0.7685310387,0.671701752,0.6731083108,0.7693776191,-0.0008465804,"England","East Midlands","Derbyshire","County"
"Devizes","need more info on registered / received",73372,50954,269,15800,15800,269,"Con hold","Con",23993,32150,7838,8157,0,2809,0,0,0,0,0,0,0,0,"Danny Kruger",0.4708756918,55,0.6944611023,0.7201911041,0.6731083108,0.7008893938,-0.0064282914,"England","South West","Wiltshire","County"
"Dewsbury",,81253,56389,272,,,,"Con gain from Lab","Con",1561,26179,24618,2406,1874,1060,0,0,0,0,0,0,0,252,"Mark Eastwood",0.0276827041,612,0.6939928372,0.6434715273,0.6731083108,0.6951427904,-0.0011499532,"England","Yorkshire and The Humber","West Yorkshire","County"
"Don Valley",,75356,45437,82,,,,"Con gain from Lab","Con",3630,19609,15979,1907,6247,872,0,0,0,0,0,0,0,823,"Nick Fletcher",0.0798908379,543,0.6029645947,0.6434715273,0.6731083108,0.6215434518,-0.0185788571,"England","Yorkshire and The Humber","South Yorkshire","County"
"Doncaster Central","FOI request sent to Doncaster Borough Council. Awaiting response.",71389,41581,108,,,,"Lab hold","Lab",2278,14360,16638,1748,6842,981,0,0,0,0,0,0,0,1012,"Rosie Winterton",0.0547846372,578,0.582456681,0.6434715273,0.6731083108,0.5999051842,-0.0174485032,"England","Yorkshire and The Humber","South Yorkshire","Borough"
"Doncaster North","FOI request sent to Doncaster Borough Council. Awaiting response.",72362,40698,95,,,,"Lab hold","Lab",2370,13370,15740,1476,8294,0,0,0,0,0,0,0,0,1818,"Edward Miliband",0.0582338198,574,0.5624222658,0.6434715273,0.6731083108,0.5846056068,-0.0221833409,"England","Yorkshire and The Humber","South Yorkshire","County"
"Dover","Data received",76355,50701,219,15830,12058,"don't know","Con hold","Con",12278,28830,16552,2895,0,1371,0,0,0,0,0,0,0,1053,"Natalie Elphicke",0.2421648488,317,0.6640167638,0.7020660823,0.6731083108,0.6969314951,-0.0329147313,"England","South East","Kent","County"
"Dudley North","FOI request sent to Dudley Council. Awaiting response.",61936,36684,156,,,,"Con gain from Lab","Con",11533,23134,11601,1210,0,739,0,0,0,0,0,0,0,0,"Marco Longhi",0.314387744,231,0.5922888143,0.6466253903,0.6731083108,0.6271456893,-0.034856875,"England","West Midlands","West Midlands","Borough"
"Dudley South","FOI request sent to Dudley Council. Awaiting response.",60731,36576,163,,,,"Con hold","Con",15565,24835,9270,1608,0,863,0,0,0,0,0,0,0,0,"Mike Wood",0.4255522747,92,0.602262436,0.6466253903,0.6731083108,0.6236485495,-0.0213861135,"England","West Midlands","West Midlands","Borough"
"Dulwich and West Norwood",,80331,55778,236,,,,"Lab hold","Lab",27310,9160,36521,0,571,9211,0,0,0,0,0,0,0,315,"Helen Hayes",0.4896195633,40,0.6943521181,0.6746963605,0.6731083108,0.7190947884,-0.0247426703,"England","London","London","Borough"
"Dumfries and Galloway","FOI request sent to Dumfries and Galloway Council. Awaiting response.",74580,51429,123,,,,"Con hold","Con",1805,22678,4745,3133,0,0,20873,0,0,0,0,0,0,0,"Alister Jack",0.0350969298,602,0.6895816573,0.6807359681,0.6731083108,0.6953480851,-0.0057664278,"Scotland","Scotland","Scotland","County"
"Dumfriesshire, Clydesdale and Tweeddale",,68330,49153,142,,,,"Con hold","Con",3781,22611,4172,3540,0,0,18830,0,0,0,0,0,0,0,"David Mundell",0.0769230769,549,0.7193472852,0.6807359681,0.6731083108,0.7235488828,-0.0042015976,"Scotland","Scotland","Scotland","County"
"Dundee East",,66210,45277,134,,,,"SNP hold","SNP",13375,10986,6045,3573,0,0,24361,0,0,0,0,0,0,312,"Stewart Hosie",0.2954038474,255,0.6838392992,0.6807359681,0.6731083108,0.6518662496,0.0319730496,"Scotland","Scotland","Scotland","Borough"
"Dundee West",,64431,41579,92,,,,"SNP hold","SNP",12259,5149,10096,2468,1271,0,22355,0,0,0,0,0,0,240,"Chris Law",0.2948363357,256,0.6453260077,0.6807359681,0.6731083108,0.6174094885,0.0279165191,"Scotland","Scotland","Scotland","Borough"
"Dunfermline and West Fife",,76652,53482,130,,,,"SNP hold","SNP",10699,11207,13028,4262,0,1258,23727,0,0,0,0,0,0,0,"Douglas Chapman",0.2000486145,364,0.6977247821,0.6807359681,0.6731083108,0.674093456,0.0236313262,"Scotland","Scotland","Scotland","County"
"Dwyfor Meirionnydd","Data received",44362,29928,128,6415,5427,105,"PC hold","PC",4740,9707,3998,0,1776,0,0,14447,0,0,0,0,0,0,"Liz Saville Roberts",0.1583801123,426,0.6746314413,0.6657210498,0.6731083108,0.6789413633,-0.004309922,"Wales","Wales","Gwynedd","County"
"Ealing Central and Acton","Data received",75510,54807,162,11454,9765,277,"Lab hold","Lab",13300,14832,28132,9444,664,1735,0,0,0,0,0,0,0,0,"Rupa Huq",0.242669732,316,0.7258243941,0.6746963605,0.6731083108,0.7458490566,-0.0200246625,"England","London","London","Borough"
"Ealing North","Data received",74473,49631,224,9104,7640,248,"Lab hold","Lab",12269,15767,28036,4370,0,1458,0,0,0,0,0,0,0,0,"James Murray",0.2472043682,308,0.6664294442,0.6746963605,0.6731083108,0.7024236263,-0.0359941821,"England","London","London","Borough"
"Ealing, Southall","Data received",64581,42217,203,8244,6810,265,"Lab hold","Lab",16084,9594,25678,3933,867,1688,0,0,0,0,0,0,0,457,"Virendra Sharma",0.3809839638,144,0.6537061984,0.6746963605,0.6731083108,0.692535436,-0.0388292376,"England","London","London","Borough"
"Easington",,61182,34583,122,,,,"Lab hold","Lab",6581,9142,15723,1526,6744,0,0,0,0,0,0,0,0,1448,"Grahame Morris",0.1902958101,374,0.5652479487,0.6420708291,0.6731083108,0.5828965296,-0.0176485809,"England","North East","Durham","County"
